,job title,company name,avg salary,city,state,education,technical skills,soft skills,business skills
0,Data Analyst,7-Eleven (Corporate Stores),80000.0,Irving,TX,[],"['Power BI', 'Microsoft Office', 'Analysis skills', 'Quantitative analysis', 'Accounting']",['Organizational skills'],[]
1,Data Analyst,Assured Consulting Solutions,190000.0,Riverdale Park,MD,"[""Master's degree"", ""Bachelor's degree""]","['Data modeling', 'TS/SCI', 'R', 'NoSQL', 'SQL', 'AI', 'Python']",[],"['Jira', 'Program management', 'Kanban']"
2,Data Analyst,Axcelis Technologies Inc.,94000.0,Beverly,MA,"[""Bachelor's degree""]",[],[],[]
3,Data Analyst,BDR Solutions,190000.0,Reston,VA,"[""Bachelor's degree""]","['Power BI', 'Data mining', 'Computer Science', 'Full-stack development', 'TS/SCI', 'Writing skills', 'R', 'Data analysis skills', 'Microsoft Office', 'Tableau', 'Application development', 'SQL', 'Analysis skills', 'Machine learning', 'Software development', 'Predictive analytics', 'Data visualization', 'AI', 'Python', 'Analytics']","['Research', 'Communication skills']",[]
4,Data Analyst,Biogen,109500.0,Weston,MA,"[""Master's degree"", ""Bachelor's degree""]","['Microsoft Powerpoint', 'Microsoft Excel', 'Relational databases', 'R', 'Marketing mix modeling', 'Java', 'Analysis skills', 'Machine learning', 'Scala', 'Deep learning', 'Regression analysis', 'Data visualization', 'Clustering', 'Python']",[],[]
5,Data Analyst,Block,140000.0,San Francisco,CA,"['Doctoral degree', ""Master's degree"", ""Bachelor's degree"", 'Doctor of Philosophy', 'Master of Science']","['SQL', 'Analysis skills', 'Machine learning', 'Scripting', 'Clustering', 'Python', 'Analytics']",['Communication skills'],['Product management']
6,Data Analyst,Business Integra Inc,150641.0,Fort Belvoir,VA,[],"['Analysis skills', 'Machine learning', 'Data collection', 'Python']",[],[]
7,Data Analyst,CalypsoAI,132500.0,Remote,Remote,[],"['TensorFlow', 'PyTorch', 'C++', 'Machine learning', 'Natural language processing', 'AI', 'Python']",['Research'],[]
8,Data Analyst,CoreLogic,104500.0,San Diego,CA,"[""Master's degree""]","['TensorFlow', 'PyTorch', 'R', 'Analysis skills', 'C++', 'C', 'Machine learning', 'Deep learning', 'AI', 'Python']","['Leadership', 'Communication skills']",[]
9,Data Analyst,Etsy,120000.0,Brooklyn,NY,[],"['R', 'E-commerce', 'SQL', 'Analysis skills', 'Scripting', 'Computer networking', 'Python']",[],[]
10,Data Analyst,FI Consulting,138500.0,Arlington,VA,"['Doctoral degree', ""Master's degree"", 'Doctor of Philosophy']","['TensorFlow', 'Oracle', 'Data mining', 'XML', 'PyTorch', 'SAS', 'Big data', 'Data structures', 'R', 'UNIX', 'SPARQL', 'Databases', 'SQL', 'Machine learning', 'Deep learning', 'Risk management', 'Natural language processing', 'RDF', 'Teradata', 'Data collection', 'Data visualization', 'Data warehouse', 'Python', 'Hadoop']",['Communication skills'],"['Azure', 'Google Cloud Platform', 'AWS']"
11,Data Analyst,Five Below,177600.0,Philadelphia,PA,"['Doctoral degree', ""Master's degree"", 'Doctor of Philosophy']","['Computer science', 'MATLAB', 'Power BI', 'Data mining', 'SAS', 'R', 'Tableau', 'SQL', 'Math', 'Machine learning', 'Predictive analytics', 'Python']",['Communication skills'],[]
12,Data Analyst,GM Financial,86000.0,Fort Worth,TX,"['Doctoral degree', ""Master's degree"", 'Doctor of Philosophy']","['Microsoft Powerpoint', 'Computer science', 'Pricing', 'Microsoft Excel', 'Data mining', 'Statistics', 'Applied Mathematics', 'SAS', 'R', 'Data analysis skills', 'Microsoft Office', 'SQL', 'Analysis skills', 'Machine learning', 'Forecasting', 'Regression analysis', 'Data science', 'Data collection', 'Python', 'Marketing']",['Research'],[]
13,Data Analyst,"Global InfoTek, Inc.",141500.0,Remote,Remote,"[""Bachelor's degree""]","['Cloud infrastructure', 'Kubernetes', 'Big data', 'Spark', 'Analysis skills', 'Docker', 'Machine learning', 'Data science', 'Clustering', 'Analytics']",['Research'],[]
14,Data Analyst,HII,111000.0,Adelphi,MD,"[""Master's degree"", 'High school diploma or GED', ""Bachelor's degree""]","['Data structures', 'Database management', 'Machine learning', 'Software development', 'AI', 'Python']",[],[]
15,Data Analyst,Horizon Therapeutics,89500.0,Deerfield,IL,"[""Master's degree"", ""Bachelor's degree""]","['Microsoft Powerpoint', 'Microsoft Excel', 'SAS', 'Data analysis skills', 'Analysis skills', 'Analytics']",[],[]
16,Data Analyst,Houston Methodist,150500.0,Houston,TX,"[""Master's degree""]","['Statistics', 'Computer Science', 'Writing skills', 'Data analysis skills', 'Database management', 'Analytics']",['Customer service'],[]
17,Data Analyst,IXIS Digital,101000.0,Burlington,VT,"['Bachelor of Science', ""Bachelor's degree"", 'Bachelor of Arts']","['Computer science', 'Computer Science', 'R', 'Data analysis skills', 'E-commerce', 'SQL', 'Machine learning', 'APIs', 'Data visualization', 'Google Analytics', 'GitLab', 'Python', 'Adobe Analytics', 'Analytics']",[],['AWS']
18,Data Analyst,Ignite Fueling Innovation,125000.0,Dayton,OH,"[""Bachelor's degree""]","['Computer Science', 'Calculus', 'TS/SCI', 'R', 'Data analysis skills', 'Tableau', 'Analysis skills', 'Machine learning', 'AI', 'Python']",[],[]
19,Data Analyst,Illumination Works,92500.0,Remote,Remote,"['Doctoral degree', 'Bachelor of Science', ""Master's degree"", ""Bachelor's degree"", 'Doctor of Philosophy', 'Master of Science']","['TensorFlow', 'Computer science', 'Computer Science', 'PyTorch', 'Big data', 'NumPy', 'Data analysis skills', 'Git', 'Apache Hive', 'MongoDB', 'Pandas', 'Machine learning', 'Cloud development', 'HR sourcing', 'Deep learning', 'Apache Pig', 'SciPy', 'Natural language processing', 'Python', 'Hadoop']",['Communication skills'],[]
20,Data Analyst,Intellectfaces Inc,210000.0,Reston,VA,"[""Bachelor's degree""]","['Power BI', 'Data mining', 'Computer Science', 'Full-stack development', 'TS/SCI', 'Writing skills', 'R', 'Data analysis skills', 'Microsoft Office', 'Tableau', 'Application development', 'SQL', 'Analysis skills', 'Machine learning', 'Software development', 'Predictive analytics', 'TS/SCI with Polygraph', 'Data visualization', 'AI', 'Python', 'Analytics']",['Research'],[]
21,Data Analyst,"JPMorgan Chase Bank, N.A.",171250.0,Plano,TX,"[""Bachelor's degree""]","['Spark', 'R', 'Apache Hive', 'SQL', 'Customer segmentation', 'Machine learning', 'Natural language processing', 'Python', 'Analytics', 'Hadoop']",['Leadership'],[]
22,Data Analyst,"JPMorgan Chase Bank, N.A.",218250.0,New York,NY,"['Doctoral degree', ""Master's degree"", 'Doctor of Philosophy']","['Big data', 'Spark', 'Apache Hive', 'SQL', 'Apache Pig', 'AI', 'Python', 'Analytics']",[],"['Management', 'Product management']"
23,Data Analyst,KFS-LLC,139500.0,Sterling,VA,"['Bachelor of Science', ""Bachelor's degree""]","['Microsoft Office', 'Data collection']",[],[]
24,Data Analyst,LegalMatch,60000.0,Reno,NV,"[""Bachelor's degree""]","['Data mining', 'SAS', 'Relational databases', 'Data structures', 'R', 'SQL', 'Machine learning', 'Predictive analytics', 'AI', 'Python']",[],[]
25,Data Analyst,Liberty Source,62000.0,Hampton,VA,"['High school diploma or GED', ""Bachelor's degree""]","['Analysis skills', 'Machine learning', 'AI']",[],['AWS']
26,Data Analyst,Mayo Clinic,91238.5,Rochester,MN,"[""Bachelor's degree""]","['Data mining', 'Analysis skills', 'Machine learning', 'Data management', 'Data visualization']","['Customer service', 'Communication skills', 'Time management']",[]
27,Data Analyst,Mayo Clinic,115564.5,Phoenix,AZ,"[""Master's degree"", ""Bachelor's degree""]","['Data modeling', 'Data mining', 'Analysis skills', 'Machine learning', 'Regression analysis', 'Computer skills', 'Data science', 'AI']","['Customer service', 'Research', 'Communication skills', 'Time management']",[]
28,Data Analyst,"Modern Technology Solutions, Inc.",90000.0,Beavercreek,OH,"['Bachelor of Science', ""Master's degree"", ""Bachelor's degree"", 'Master of Science']","['MATLAB', 'Data mining', 'Computer Science', 'TS/SCI', 'R', 'Data analysis skills', 'Microsoft Office', 'Simulink', 'Software development', 'Data collection', 'AI', 'Python']",[],[]
29,Data Analyst,"Modern Technology Solutions, Inc.",100000.0,Beavercreek,OH,"['High school diploma or GED', ""Bachelor's degree"", ""Associate's degree""]","['TS/SCI', 'Databases', 'Records management', 'Data management', 'Accounting', 'Contracts']",[],[]
30,Data Analyst,Ora Apps,119722.5,Jersey City,NJ,"['Doctoral degree', 'Bachelor of Science', ""Master's degree"", ""Bachelor's degree"", 'Doctor of Philosophy']","['Statistics', 'Spark', 'R', 'Apache Hive', 'Tableau', 'SQL', 'Risk management', 'ETL', 'Python', 'Hadoop']",[],['AWS']
31,Data Analyst,PG&E Corporation,164000.0,Oakland,CA,"['Doctoral degree', ""Master's degree"", ""Bachelor's degree""]","['Computer Science', 'SQL', 'Machine learning', 'Data science', 'Python']",[],"['Jira', 'AWS', 'Confluence']"
32,Data Analyst,Pacific Northwest National Laboratory,105500.0,Sequim,WA,"['Doctoral degree', 'Bachelor of Science', ""Master's degree"", ""Bachelor's degree"", 'Doctor of Philosophy']","['TensorFlow', 'Computer Science', 'PyTorch', 'Writing skills', 'OOP', 'C++', 'C', 'Machine learning', 'Software development', 'Robotics', 'Robotics', 'Python']",['Research'],[]
33,Data Analyst,PayPal,104150.0,Scottsdale,AZ,"['Doctoral degree', ""Master's degree"", ""Bachelor's degree"", 'Doctor of Philosophy']","['Data modeling', 'Statistics', 'Applied Mathematics', 'R', 'Mathematics', 'Tableau', 'SQL', 'Machine learning', 'Conversion optimization', 'Google Search Console', 'Data science', 'Google Analytics', 'Python', 'Marketing', 'Analytics']",['Communication skills'],[]
34,Data Analyst,Penfield Search Partners,144000.0,Parsippany,NJ,"['Doctoral degree', ""Master's degree"", ""Bachelor's degree"", 'Doctor of Philosophy']","['Statistics', 'NumPy', 'Pandas', 'AI', 'Python', 'Analytics']",['Communication skills'],[]
35,Data Analyst,Roche,93000.0,Indianapolis,IN,"[""Master's degree"", ""Bachelor's degree""]","['Statistics', 'Computer Science', 'SAS', 'R', 'Tableau', 'SQL', 'Analysis skills', 'Clinical trials', 'SPSS', 'Clinical trials management']",[],[]
36,Data Analyst,SRI International,113257.5,Arlington,VA,"[""Bachelor's degree""]","['Computer Science', 'R', 'Python']",[],[]
37,Data Analyst,Sabanto,151500.0,Itasca,IL,"['Doctoral degree', ""Master's degree"", 'Doctor of Philosophy']","['TensorFlow', 'PyTorch', 'Spark', 'Data analysis skills', 'Git', 'Apache Hive', 'Tableau', 'Machine learning', 'Deep learning', 'Regression analysis', 'Python']",['Communication skills'],['AWS']
38,Data Analyst,Scene Health,119000.0,Remote,Remote,"['Doctoral degree', ""Master's degree"", 'Doctor of Philosophy']","['Data structures', 'Databases', 'SQL', 'ICD-10', 'C', 'Machine learning', 'CPT coding', 'EMR systems', 'GitHub', 'GitLab', 'Python']",[],[]
39,Data Analyst,Takeda Pharmaceutical,124100.0,Boston,MA,"['Doctoral degree', 'Bachelor of Science', ""Bachelor's degree"", 'Doctor of Philosophy']","['Statistical software', 'MATLAB', 'SAS', 'R', 'Java', 'SQL', 'Analysis skills', 'C++', 'C', 'Machine learning', 'AI', 'Python']",[],"['Lean', 'AWS', 'Six Sigma']"
40,Data Analyst,TriSource,190000.0,Annapolis,MD,"['Bachelor of Science', ""Bachelor's degree""]","['MVC', 'Computer Science', 'Full-stack development', 'Visual Studio', 'Data structures', 'C#', 'Microsoft SQL Server', 'Software development', 'APIs', 'ETL', 'AI', 'Data warehouse', 'Python']",['Leadership'],"['Azure', 'AWS', 'Agile']"
41,Data Analyst,UMass Memorial Health,81500.0,Worcester,MA,"[""Master's degree""]","['Statistical software', 'Data mining', 'Statistics', 'SAS', 'R', 'Mathematics', 'Tableau', 'Java', 'SQL', 'C++', 'C', 'Machine learning', 'JavaScript', 'Regression analysis', 'Data visualization', 'SPSS', 'Python', 'Analytics']","['Presentation skills', 'Communication skills']",[]
42,Data Analyst,University of Michigan,88828.0,Ann Arbor,MI,"[""Master's degree"", ""Bachelor's degree""]","['TensorFlow', 'Computer science', 'Computer Science', 'PyTorch', 'Spark', 'C++', 'C', 'Machine learning', 'Linux', 'Python', 'Hadoop']",['Research'],[]
43,Data Analyst,Verizon,157500.0,Irving,TX,"[""Bachelor's degree""]","['Computer science', 'Cloud infrastructure', 'Oracle', 'Data mining', 'Cloud architecture', 'Statistics', 'Data lake', 'Kubernetes', 'RESTful API', 'Spark', 'Mathematics', 'Tableau', 'SQL', 'OpenStack', 'REST', 'Regression analysis', 'S3', 'Linux', 'AI', 'GitLab', 'Data warehouse', 'Python']",[],['CI/CD']
44,Data Analyst,VirginPulse,105000.0,Remote,Remote,"[""Master's degree"", ""Bachelor's degree""]","['Microsoft Powerpoint', 'Microsoft Word', 'Statistics', 'Statistics', 'Computer Science', 'SAS', 'R', 'Tableau', 'SQL', 'Analysis skills', 'Machine learning', 'Quantitative analysis', 'AI', 'Python']","['Research', 'Organizational skills', 'Communication skills']","['Product management', 'Smartsheet']"
45,Data Architect,Analog Devices,104000.0,Boston,MA,"[""Master's degree""]","['TensorFlow', 'Cloud infrastructure', 'PyTorch', 'Machine learning', 'AI']",[],[]
46,Data Architect,Basis,103000.0,Remote,Remote,"['Doctoral degree', 'Doctor of Philosophy']","['Machine learning', 'AI']",[],[]
47,Data Architect,Cash App,138000.0,San Francisco,CA,[],"['Statistics', 'NumPy', 'Data analysis skills', 'Mathematics', 'Tableau', 'SQL', 'Pandas', 'Machine learning', 'Natural language processing', 'Scripting', 'Python', 'MySQL']",[],"['Google Cloud Platform', 'AWS']"
48,Data Architect,Catalytic Data Science,130000.0,Boston,MA,"['Doctoral degree', ""Master's degree"", 'Doctor of Philosophy']","['TensorFlow', 'PyTorch', 'Writing skills', 'R', 'Machine learning', 'Python']",['Communication skills'],['Jira']
49,Data Architect,Engtal,210000.0,Redwood City,CA,[],"['TensorFlow', 'PyTorch', 'Data structures', 'Machine learning', 'Natural language processing']",[],[]
50,Data Architect,Eventbrite,161000.0,Remote,Remote,[],"['Data mining', 'SQL', 'Julia', 'Machine learning', 'Python']",[],[]
51,Data Architect,FrankCrum Staffing,45000.0,Clearwater,NE,[],"['SQL', 'Content creation', 'Machine learning', 'Python']",['Communication skills'],[]
52,Data Architect,General Re,160000.0,Remote,Remote,[],"['Pricing', 'Power BI', 'Oracle', 'Relational databases', 'Writing skills', 'DevOps', 'R', 'Databases', 'Machine learning', 'Predictive analytics', 'Data science', 'AI', 'Python', 'Debugging', 'Analytics', 'SDLC', 'Pricing', 'Power BI', 'Oracle', 'Relational databases', 'Writing skills', 'DevOps', 'R', 'Databases', 'Machine learning', 'Predictive analytics', 'Data science', 'AI', 'Python', 'Debugging', 'Analytics', 'SDLC']","['Communication skills', 'Communication skills']","['CI/CD', 'Azure', 'Agile', 'CI/CD', 'Azure', 'Agile']"
53,Data Architect,Guidehouse,94500.0,Atlanta,GA,"['Bachelor of Science', ""Master's degree"", ""Bachelor's degree"", 'Master of Science', 'Master of Arts', 'Bachelor of Arts']","['Power BI', 'SAS', 'R', 'Tableau', 'SQL', 'Machine learning', 'Predictive analytics', 'Quantitative analysis', 'AI', 'Python', 'Analytics']",[],[]
54,Data Architect,IBM,226500.0,Mountain View,CA,[],"['Signal processing', 'Machine learning', 'Natural language processing', 'Software development', 'AI', 'Python']",['Research'],[]
55,Data Architect,"JPMorgan Chase Bank, N.A.",156625.0,Seattle,WA,"[""Master's degree""]","['TensorFlow', 'Data mining', 'PyTorch', 'Data structures', 'Spark', 'NumPy', 'Data analysis skills', 'Java', 'Pandas', 'Machine learning', 'SciPy', 'APIs', 'Predictive analytics', 'AI', 'Python', 'Debugging', 'Hadoop']",[],[]
56,Data Architect,MPN Diversity Recruiters,125000.0,Atlanta,GA,"[""Master's degree"", ""Bachelor's degree""]","['Power BI', 'Oracle', 'Cloud architecture', 'Computer Science', 'React', 'Kubernetes', 'DevOps', 'Spark', 'Apache Hive', 'Docker', 'HR sourcing', 'APIs', 'SSIS', 'AI', 'Python', 'PowerShell', 'Analytics']",[],"['Jira', 'CI/CD', 'Azure', 'Agile']"
57,Data Architect,Procter & Gamble,95000.0,Cincinnati,OH,"[""Master's degree"", ""Bachelor's degree""]","['R', 'Git', 'Machine learning', 'Scala', 'Data science', 'Python']",['Leadership'],[]
58,Data Architect,Production Modeling Corporation,127500.0,Troy,MI,"[""Bachelor's degree""]","['TensorFlow', 'Computer Science', 'Kubernetes', 'PyTorch', 'UNIX', 'Git', 'Tableau', 'Java', 'SQL', 'Pandas', 'Docker', 'Machine learning', 'JavaScript', 'Natural language processing', 'GitHub', 'APIs', 'AI', 'GitLab', 'Python', 'Hadoop']",[],"['Jira', 'AWS', 'Confluence']"
59,Data Architect,The Hire Method LLC,218500.0,Remote,Remote,"['Doctoral degree', ""Master's degree"", ""Bachelor's degree"", 'Doctor of Philosophy', 'Master of Science', ""Master's degree"", ""Bachelor's degree""]","['TensorFlow', 'Computer science', 'MATLAB', 'Computer Science', 'Applied Mathematics', 'PyTorch', 'TS/SCI', 'Analysis skills', 'C++', 'Julia', 'C', 'Machine learning', 'Deep learning', 'TS/SCI with Polygraph', 'Cybersecurity', 'AI', 'Python', 'TensorFlow', 'Computer science', 'MATLAB', 'Computer Science', 'Applied Mathematics', 'PyTorch', 'TS/SCI', 'Analysis skills', 'C++', 'Julia', 'C', 'Machine learning', 'Deep learning', 'TS/SCI with Polygraph', 'Cybersecurity', 'AI', 'Python']","['Communication skills', 'Communication skills']",[]
60,Data Architect,"The Travelers Companies, Inc.",135900.0,Hartford,CT,"[""Bachelor's degree""]","['Analysis skills', 'Machine learning', 'AI', 'Python', 'Debugging']","['Leadership', 'Communication skills']",['AWS']
61,Data Architect,Tutor Intelligence,102000.0,Boston,MA,[],"['PyTorch', 'Full-stack development', 'Computer vision', 'Machine learning', 'AI', 'Robotics', 'Python']",[],[]
62,Data Architect,University of Michigan,104500.0,Ann Arbor,MI,"[""Bachelor's degree""]","['Data mining', 'Computer Science', 'Big data', 'Spark', 'NoSQL', 'Apache Hive', 'SQL', 'Machine learning', 'Software development', 'Unit testing', 'AI', 'Python', 'Hadoop']",[],"['Azure', 'AWS']"
63,Data Architect,VISIMO,110941.5,Carnegie,PA,"['Doctoral degree', ""Master's degree"", ""Bachelor's degree""]","['TensorFlow', 'Data modeling', 'PyTorch', 'Big data', 'Writing skills', 'NumPy', 'Pandas', 'Machine learning', 'Natural language processing', 'Regression analysis', 'Predictive analytics', 'AI', 'Python', 'Analytics']",['Research'],[]
64,Data Architect,Visions in View Inc,125691.0,South San Francisco,CA,[],"['Cloud infrastructure', 'Machine learning', 'AI', 'Python']",[],"['CI/CD', 'AWS']"
65,Data Scientist,Amaze Systems Inc,129000.0,Trout Lake,WA,"['Doctoral degree', ""Master's degree"", 'Doctor of Philosophy']","['SQL', 'Math', 'Machine learning', 'Natural language processing', 'Scripting', 'Regression analysis', 'Python']",[],[]
66,Data Scientist,Aspen Technology,106000.0,Bedford,MA,"['Doctoral degree', ""Master's degree"", 'Doctor of Philosophy']","['Data mining', 'Writing skills', 'Machine learning', 'Deep learning', 'Natural language processing', 'Software development', 'Regression analysis', 'Predictive analytics', 'AI', 'Python', 'Chemical engineering']",['Communication skills'],[]
